kurum,kod,ad,ana_grup,kapsam,carpisan_konu_sayisi,toplam_konu,carpisma_orani,guvenlik,carpisan_konular
belediye,641,Dava İşleri,641,ortak,19,438,4.34,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|802::Servis Saatlerinin Düzenlenmesi|807.01::Boya Badana İşleri Hk.|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|115::İmar Dosyası Bilgi Talebi|115.01.08::Tevhit Dosyasının İncelenmesi|115.02::Ruhsat Dosyası Bilgi Talebi|115.02.01::İmar Durumu Bilgi Talebi|125::Evlenme Dosyasının İncelenmesi|125::Yabancı Uyruklu Eş İçin Belge Talebi|170::Ruhsat Dosyası Bilgi Talebi
belediye,903,Personel Özlük İşleri,903,ortak,19,438,4.34,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|805.02.05::Arşiv Belgesi Araştırma Talebi|801::Hizmet Aracı Tahsis Talebi|807.01::Boya Badana İşleri Hk.|934::Mal ve Hizmet Alımı Talebi|115::İmar Dosyası Bilgi Talebi|115.01.08::Encümene Sevk Edilen İfraz Dosyası|115.02::Ruhsat Dosyası Bilgi Talebi|115.02.01::İmar Durum Belgesi Talebi|115.02.01::İmar Durumu Bilgi Talebi|115.02.08::Yapı Kullanma İzin Belgesi Talebi|115.02.10::Numarataj Belgesi Talebi|125::Evlenme Ehliyet Belgesi Talebi|155.01::Sıfır Atık Belgesi Talebi|170::Ruhsat Dosyası Bilgi Talebi
belediye,115.02.01,İmar Durumu (Belgesi),115,kuruma_ozel,19,438,4.34,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|756.02::Kira Sözleşmesinin Yenilenmesi|805.02.05::Arşiv Belgesi Araştırma Talebi|807::Bakım Sözleşmesi Yenilenmesi|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|903::Hizmet Belgesi Talebi|934::Ödenek Durumu Sorgusu|115.02.08::Yapı Kullanma İzin Belgesi Talebi|115.02.10::Numarataj Belgesi Talebi|115.02.10::Bina Kod Numarası Sorgusu|115.02.10::Yanlış Adres Kaydının Düzeltilmesi|125::Evlenme Ehliyet Belgesi Talebi|155.01::Sıfır Atık Belgesi Talebi|170::Ruhsat Dosyası Bilgi Talebi
belediye,051,Toplantı ve Etkinlik İşleri,051,ortak,20,438,4.57,dusuk,050::Kurul Toplantı Gündemi|050::Kurul Toplantı Daveti|050::Toplantı Tutanağının Gönderilmesi|050::Olağanüstü Toplantı Çağrısı|602::Plan Hazırlık Toplantısı|602.04::Stratejik Plan Çalıştayı Daveti|752.01::Uzlaşma Görüşmesi Daveti|755::İş Programının Gönderilmesi|756::Taşınmaz Tahsis Talebi|756.01::Okul Yeri Tahsis Talebi|756.01::Tahsis Kararının Gönderilmesi|801::Hizmet Aracı Tahsis Talebi|807.01::Boya Badana İşleri Hk.|105::Meclis Toplantı Daveti|105::Meclis Toplantı Tutanağı|110::Encümen Toplantısı Hk.|110::Encümen Toplantı Tutanağı|120::Kurs ve Etkinlik Programı|120::Etkinlik İşbirliği Teklifi|125::Nikâh Salonu Tahsisi
belediye,125,Evlendirme İşlemleri,125,kuruma_ozel,20,438,4.57,dusuk,051::Etkinlik Salonu Tahsis Talebi|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Suret Onay Ücreti Hk.|622.02::Arşivden Belge Çıkarılması Talebi|641::Savunmaya Esas Bilgi ve Belge Talebi|641::Dava Dosyasının Gönderilmesi|641.04::Savunmaya Esas Belge Talebi|805::Belge Yönetimi Eğitimi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|805.02.05::Arşiv Belgesi Araştırma Talebi|903::Hizmet Belgesi Talebi|115.01.08::Tevhit Dosyasının İncelenmesi|115.02.01::İmar Durum Belgesi Talebi|115.02.08::Yapı Kullanma İzin Belgesi Talebi|115.02.10::Numarataj Belgesi Talebi|120::Kültür Merkezi Salon Tahsisi|120.02::Engelli Park Yeri Tahsisi|155.01::Sıfır Atık Belgesi Talebi|175::Muayene Ücreti Hk.
belediye,110,Encümen İşleri,110,kuruma_ozel,21,438,4.79,dusuk,050::Kurul Toplantı Gündemi|050::Kurul Üyeliği Bildirimi|050::Kurul Toplantı Daveti|050::Toplantı Tutanağının Gönderilmesi|050::Olağanüstü Toplantı Çağrısı|051::Toplantı Tarihi Değişikliği|051::Koordinasyon Toplantısı Daveti|602::Plan Hazırlık Toplantısı|622.02::Talep Edilen Belgenin Gönderilmesi|805::Standart Dosya Planı Uygulaması|805::Dosya Planı Güncellemesi|805::Devir Teslim Tutanağı|807.01::Boya Badana İşleri Hk.|858::İdari Yaptırım Karar Tutanağı|105::Meclis Toplantı Daveti|105::Meclis Üyeliği Hk.|105::Meclis Toplantı Tutanağı|115.01.08::Encümene Sevk Edilen İfraz Dosyası|115.02::Seviye Tespit Tutanağı|115.02.11::Yapı Tatil Tutanağı Hk.|115.02.11::Encümen Cezasına İtiraz
belediye,170,İşyeri Açma ve Çalışma Ruhsatı İşlemleri,170,kuruma_ozel,21,438,4.79,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|602::Yıllık Çalışma Programı|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|903::Disiplin Dosyası Bilgisi|115::İmar Dosyası Bilgi Talebi|115.01.08::Encümene Sevk Edilen İfraz Dosyası|115.02::Ruhsat Dosyası Bilgi Talebi|115.02.01::İmar Durumu Bilgi Talebi|115.02.04::Yapı Ruhsatı Başvurusu|115.02.04::Ruhsat Yenileme Talebi|115.02.04::Yapı Ruhsatı Tadilatı Hk.|115.02.04::Ruhsat Eki Projelerin Onayı|115.02.04::Ruhsat Süresinin Uzatılması|115.02.04::Ruhsat Harcı İadesi Talebi|115.02.08::İskan Ruhsatı Başvurusu|155::Çevre Denetimi Hk.
belediye,801,Taşıt ve İş Makineleri İşleri,801,ortak,22,438,5.02,dusuk,051::Etkinlik Salonu Tahsis Talebi|756::Taşınmaz Tahsis Talebi|756::Kayıt Düzeltme Talebi|756.02::Taşınmaz Kiralama Talebi|773::Stajyer Sigorta Giriş İşlemleri|805.02.05::Arşivde İnceleme Randevusu|756.01::Okul Yeri Tahsis Talebi|756.01::Tahsis Kararının Gönderilmesi|802::Servis Aracı Görevlendirmesi|807.01::Boya Badana İşleri Hk.|903::Hizmet Belgesi Talebi|934::Mal ve Hizmet Alımı Talebi|934.01::Muayene ve Kabul İşlemleri|115::İmar Arşivi Kayıt Sorgusu|115.02.08::İskan Öncesi Kontrol Randevusu|115.02.10::Adres Kayıt Sistemi Güncellemesi|120::Kurs Kayıt Duyurusu|120.02::Engelli Aracı Talebi|175::Periyodik Muayene Talebi|175::Muayene Randevusu Hk.|175::Muayene Ücreti Hk.|180.03::Yerinde İnceleme Randevusu
belediye,115,İmar ve Şehircilik İşleri,115,kuruma_ozel,22,438,5.02,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|755.02::İhale İlanı Hk.|756::Kayıt Düzeltme Talebi|805::Standart Dosya Planı Uygulaması|805.02.05::Arşivde İnceleme Randevusu|801::Taşıt Kayıt ve Sigorta İşlemleri|807.01::Boya Badana İşleri Hk.|815::Sosyal İnceleme Raporu Talebi|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|903::Disiplin Dosyası Bilgisi|934::Teknik Şartname Görüşü|934::Ödenek Durumu Sorgusu|934.01::Mal Alımı Teknik Şartnamesi|120::Kurs Kayıt Duyurusu|170::Ruhsat Dosyası Bilgi Talebi|180.03::Yerinde İnceleme Randevusu|190::Vergi ve Harç Uygulaması Hk.
belediye,010,Mevzuat İşleri,010,ortak,23,438,5.25,dusuk,045::Uygulama Tereddüdü Hk.|045.02::Mevzuat Çelişkisi Hakkında Mütalaa|602.04::Stratejik Plan Taslağı Hakkında Görüş|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|805::Dosya Planı Güncellemesi|805::Elektronik Belge Yönetim Sistemi Hk.|755.01::Uygulama Projesi Revizyonu|807.01::Isıtma Sistemi Bakımı|807.01::Boya Badana İşleri Hk.|841::Bütçe Uygulama Talimatı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|115::İmar Dosyası Bilgi Talebi|115.01::Plan Notunun Yorumlanması|115.01.06::Uygulama İmar Planı Değişikliği Talebi|115.01.06::Uygulama İmar Planı Onayı Hk.|115.02::Ruhsat Dosyası Bilgi Talebi|115.02.01::İmar Durumu Bilgi Talebi|115.02.10::Adres Kayıt Sistemi Güncellemesi|170::Ruhsat Dosyası Bilgi Talebi
belediye,115.02,Yapı İşleri,115,kuruma_ozel,23,438,5.25,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|752::Bedel Tespit Komisyonu Kararı|752.01::Bedel Tespit ve Tescil Davası Hk.|805::Devir Teslim Tutanağı|807.01::Boya Badana İşleri Hk.|858::İdari Yaptırım Karar Tutanağı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|903::Disiplin Dosyası Bilgisi|105::Meclis Toplantı Tutanağı|110::Encümen Toplantı Tutanağı|115.01.08::Encümene Sevk Edilen İfraz Dosyası|155::Denetim Raporunun Gönderilmesi|170::İşyeri Ruhsat İşlemleri Hk.|170::Ruhsat Denetimi|170::Ruhsat Dosyası Bilgi Talebi|170::Ruhsat İptali İşlemi|170.01::Ruhsat Devir Talebi|170.01::Ruhsat Sureti Talebi
belediye,115.02.11,Kaçak ve Ruhsata Aykırı Yapılar,115,kuruma_ozel,23,438,5.25,dusuk,622::Süresi İçinde Cevaplanmayan Başvuru Hk.|752.01::Kamulaştırma İşlemine İtiraz|755.02::İhaleye İtiraz Başvurusu|805::Saklama Süresi Hakkında Görüş|805::Devir Teslim Tutanağı|858::İdari Para Cezasına İtiraz|858::İdari Yaptırım Karar Tutanağı|105::Meclis Toplantı Tutanağı|105.04::Karar Aleyhine İtiraz|110::Encümen Gündemi|110::Encümen Toplantısı Hk.|110::Encümen Üyeliği Bildirimi|110::Encümen Toplantı Tutanağı|110.04::Encümen Kararının Gönderilmesi|110.04::Encümen Kararı Örneği Talebi|110.04::Encümen Kararının Tebliği|110.04::Yıkım Kararının Uygulanması|110.04::Karara İtiraz Başvurusu|115.02.08::Eksikliklerin Giderilmesi Hk.|175::Damga Süresi Dolan Aletler|180.03::Eksikliklerin Giderilmesi Hk.|190.01::Beyan Süresi Duyurusu|190.01::Tarh İşlemine İtiraz
belediye,805,"Bilgi, Belge ve Arşiv Yönetimi",805,ortak,40,438,9.13,dusuk,010::Mevzuat Bilgi Sistemi Güncellemesi|622::Süresi İçinde Cevaplanmayan Başvuru Hk.|622.01::Bilgi Edinme Başvurusu|622.01::Bilgi Edinme Talebinin Reddi Hk.|622.02::Belge Sureti Talebi|622.02::Belge Talebinin Karşılanamaması Hk.|622.02::Arşivden Belge Çıkarılması Talebi|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Savunmaya Esas Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|755::Yapım İşi Devir Talebi|756.01::Taşınmaz Devir İşlemi Hk.|756.01::Bedelsiz Devir Talebi|807.01::Isıtma Sistemi Bakımı|858::İdari Yaptırım Karar Tutanağı|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|105::Meclis Toplantı Tutanağı|110::Encümene Havale Edilen Dosya|110::Encümen Toplantı Tutanağı|115::İmar Dosyası Bilgi Talebi|115::İmar Mevzuatı Uygulaması|115::İmar Uygulaması Askı İlanı|115.01::İmar Planı Askı İlanı|115.01::İmar Uygulaması Sonucu
il_mudurlugu,903.02,Atama İşleri,903,ortak,1,426,0.23,yuksek,807.01::Boya Badana İşleri Hk.
il_mudurlugu,807.01,Bina ve Tesisler,807,ortak,2,426,0.47,yuksek,010::Mevzuat Bilgi Sistemi Güncellemesi|805::Elektronik Belge Yönetim Sistemi Hk.
il_mudurlugu,010.06,Genelgeler,010,ortak,3,426,0.7,yuksek,602.04::Stratejik Plan Taslağı Hakkında Görüş|756.01::Tahsisin Kaldırılması Talebi|858::Cezanın Kaldırılması Talebi
il_mudurlugu,622,Talep ve Şikayetler,622,ortak,4,426,0.94,yuksek,805::Saklama Süresi Hakkında Görüş|815::Yardım Başvurusunun Değerlendirilmesi|210.01::Nakil Başvurusunun Değerlendirilmesi|215::Denklik Başvurusunun Değerlendirilmesi
il_mudurlugu,752,Kamulaştırma ve İrtifak Hakkı İşleri,752,ortak,5,426,1.17,yuksek,755.02::İhale Komisyonu Kararı|805.02::Ayıklama ve İmha Komisyonu Kurulması|807.01::Boya Badana İşleri Hk.|215::Denklik Komisyonu Kararı|245::Bursluluk Komisyonu Kararı
il_mudurlugu,050.04,Kararlar,050,ortak,6,426,1.41,orta,756::Kayıt Düzeltme Talebi|807::Onarım Keşif Özeti|855::Ödeme Emri Tebliği|858::Tutanağın Tebliği Hk.|225::Kurul Üyeliği Bildirimi|225.02::Disiplin Kurulu Kararının Tebliği
il_mudurlugu,841.01,Bütçe Çalışmaları,841,ortak,6,426,1.41,orta,602.07::Ödenek Aktarma Talebi|934::Ödenek Durumu Sorgusu|165.01::Okul Aile Birliği Gelir Gider Bildirimi|355.02::Uygulama Takviminin Bildirilmesi|205::Kayıt Takviminin Duyurulması|245.04::Gelir Belgesi Talebi
il_mudurlugu,855,Borç ve Alacak İşleri,855,ortak,7,426,1.64,orta,050.04::Kararın İlgililere Tebliği|752.01::Kamulaştırma Bedeli Ödeme Talebi|756.02::Satış Bedelinin Taksitlendirilmesi Talebi|807.01::Boya Badana İşleri Hk.|858::Tutanağın Tebliği Hk.|165.01::Bağış Makbuzu Talebi|225.02::Disiplin Kurulu Kararının Tebliği
il_mudurlugu,050,Kurul İşleri,050,ortak,8,426,1.88,orta,051::Toplantı Tarihi Değişikliği|051::Panel Konuşmacı Daveti|051::Koordinasyon Toplantısı Daveti|602.04::Stratejik Plan Çalıştayı Daveti|752.01::Uzlaşma Görüşmesi Daveti|807.01::Boya Badana İşleri Hk.|160.01.02::BEP Toplantısı Daveti|225::Kurul Üyeliği Bildirimi
il_mudurlugu,756.02,Satış ve Kiralama,756,ortak,8,426,1.88,orta,752.01::Kamulaştırma Bedeli Ödeme Talebi|755::Keşif Artışı Onayı|756.01::Taşınmaz Devir İşlemi Hk.|801::İş Makinesi Kiralama Talebi|807::Bakım Sözleşmesi Yenilenmesi|855::Borcun Taksitlendirilmesi|934::Alım İhalesi Hk.|165.01::Kantin İhalesi Duyurusu
il_mudurlugu,165,Eğitime Yardımcı Dernek ve Kurumlar,165,kuruma_ozel,8,426,1.88,orta,815::Sosyal Yardım Başvurusu|815::Nakdi Yardım Talebi|815::Yardım Başvurusunun Değerlendirilmesi|815::Ayni Yardım Teslimi Hk.|815::Yardım Kesilmesi Hk.|355::Üniversitelerle İşbirliği Hk.|355::İşbirliği Talebinin Değerlendirilmesi|355::Protokol Taslağının Gönderilmesi
il_mudurlugu,355,YÖK'le İlişkiler,355,kuruma_ozel,8,426,1.88,orta,010::Yönerge Taslağının Gönderilmesi|602::Yıllık Çalışma Programı|805.02::Ayıklama ve İmha Komisyonu Kurulması|160.01::Destek Eğitim Odası Talebi|160.01.02::Destek Eğitim Odası Görevlendirmesi|160.02::Psikolojik Destek Talebi|165::Dernek İşbirliği Talebi|165::Protokol Teklifi
il_mudurlugu,210,Nakil ve Geçişler,210,kuruma_ozel,9,426,2.11,orta,841::Bütçe Görüşmeleri Takvimi|934::Ödenek Durumu Sorgusu|198.02::Belge Kayıt Numarası Sorgusu|198.02.01::Diploma Kayıt Numarası Sorgusu|235::Yabancı Uyruklu Öğrenci Nakil İşlemi|245::Yatılılık Başvuru Takvimi|245::Kontenjan Boşluğu Bildirimi|245.04::Kontenjan Sonuçlarının Açıklanması|250::Beceri Sınavı Takvimi
il_mudurlugu,602,Plan ve Program İşleri,602,ortak,10,426,2.35,orta,051::Koordinasyon Toplantısı Daveti|805.02::Yıllık Arşiv Faaliyet Bildirimi|807::Yıllık Bakım Onarım Programı|807.01::Boya Badana İşleri Hk.|135::Kurs Programı Onayı|135.03::Kurs Programı Değişikliği|160::Yıllık Rehberlik Raporu|160::Değerlendirme Kurulu Toplantısı|160.01.02::BEP Toplantısı Daveti|355::Ortak Çalışma Grubu Kurulması
il_mudurlugu,755.01,Etüd-Proje ve Fizibilite,755,ortak,10,426,2.35,orta,010::Uygulama Birliğinin Sağlanması|045::Uygulama Tereddüdü Hk.|602.07::Proje Gerçekleşme Oranı Bildirimi|602.07::Yeni Proje Teklifi|841::Bütçe Uygulama Talimatı|355.02::Uygulama Öğrencisi Yerleştirme Talebi|355.02::Uygulama Okulunun Belirlenmesi|355.02::Uygulama Öğretmeni Görevlendirmesi|355.02::Uygulama Takviminin Bildirilmesi|355.02::Uygulama Kontenjanı Bildirimi
il_mudurlugu,756.01,"Tahsis, Devir ve Takas",756,ortak,10,426,2.35,orta,010.06::Genelgenin Yürürlükten Kaldırılması|051::Etkinlik Salonu Tahsis Talebi|755::Yapım İşi Devir Talebi|756.02::Taşınmaz Kiralama Talebi|756.02::Taşınmaz Satış İhalesi Hk.|805::Devir Teslim Tutanağı|805.02::Arşiv Devir Teslim İşlemleri|801::Hizmet Aracı Tahsis Talebi|858::Cezanın Kaldırılması Talebi|198::Devir Teslim Listesi
il_mudurlugu,934.01,Mal Alım İşi,934,ortak,10,426,2.35,orta,755::Geçici Kabul İşlemleri|755.02::İhale İlanı Hk.|755.02::İhale Komisyonu Kararı|755.02::İhale Sonucunun Bildirilmesi|755.02::İhale Dokümanı Talebi|773::Staj Kabul Yazısı Talebi|805.02::Arşiv Malzemesi Bildirimi|801::Araç Muayene Randevusu|802::Servis Kapasitesinin Artırılması|135.03::Kurs Kontenjanının Artırılması
il_mudurlugu,045.02,Hukuki,045,ortak,11,426,2.58,orta,010::Mevzuat Değişikliği Bildirimi|010::Mevzuat Hükmünün Yorumlanması|010::Mevzuat Bilgi Sistemi Güncellemesi|602.04::Altı Aylık Değerlendirme Raporu|755::Sözleşme Feshi Hk.|773::Staj Değerlendirme Formunun Gönderilmesi|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|250::İşletme Değerlendirme Formu|250::Sözleşme Feshi Bildirimi
il_mudurlugu,622.01,"Bilgi Edinme, Talep ve Şikayetler",622,ortak,11,426,2.58,orta,010::Mevzuat Bilgi Sistemi Güncellemesi|641::Savunmaya Esas Bilgi ve Belge Talebi|641.04::Dava Konusu İşleme İlişkin Bilgi|805.02.05::Araştırma Talebinin Reddi Hk.|815::Yardım Başvurusunun Değerlendirilmesi|903::Özlük Dosyası Bilgi Talebi|903::Personel Bilgi Formunun Gönderilmesi|160.01.02::Kaynaştırma Uygulaması Bilgi Talebi|210.01::Nakil Başvurusunun Değerlendirilmesi|215::Denklik Başvurusunun Değerlendirilmesi|235::Öğrenci Bilgi Formunun Gönderilmesi
il_mudurlugu,602.07,Yatırım Programı,602,ortak,11,426,2.58,orta,602.04::Stratejik Plan İzleme Raporu|755.01::Etüt Proje Hazırlanması Talebi|755.01::Proje Müellifi Değişikliği|755.01::Mimari Proje Görüşü|807::Yıllık Bakım Onarım Programı|841::Ödenek Aktarma Talebi|841::Ek Ödenek Talebi|841.01::Ödenek Talebi|934::Ödenek Durumu Sorgusu|135::Kurs Programı Onayı|135.03::Kurs Programı Değişikliği
il_mudurlugu,815,Sosyal Yardım İşleri,815,ortak,11,426,2.58,orta,622::Şikâyet Başvurusunun Değerlendirilmesi|622.01::CİMER Başvurusunun Değerlendirilmesi|805.02.05::Arşivde İnceleme Randevusu|807.01::Boya Badana İşleri Hk.|165::Bağış ve Yardım Bildirimi|165::Yardım Kampanyası İzni|198::Defter ve Belge Teslimi|198.02.01::Diploma Teslimi Talebi|210.01::Nakil Başvurusunun Değerlendirilmesi|215::Denklik Başvurusunun Değerlendirilmesi|245.04::Burs Kesilmesi Hk.
il_mudurlugu,934,Alım İşi,934,ortak,11,426,2.58,orta,756.02::Taşınmaz Satış İhalesi Hk.|602.07::Ödenek Aktarma Talebi|801::Hizmet Aracı Tahsis Talebi|841::Ödenek Aktarma Talebi|841::Ek Ödenek Talebi|841.01::Ödenek Talebi|903::Hizmet Belgesi Talebi|165.01::Kantin İhalesi Duyurusu|198.02::Belge Kayıt Numarası Sorgusu|198.02.01::Diploma Kayıt Numarası Sorgusu|210::Kontenjan Durumu Sorgusu
il_mudurlugu,165.01,Okul Aile Birlikleri,165,kuruma_ozel,11,426,2.58,orta,756.02::Taşınmaz Satış İhalesi Hk.|805::Elektronik Belge Yönetim Sistemi Hk.|841.01::Gelir Gider Tahmin Cetveli|855::Tahsilat Makbuzu Talebi|934::Alım İhalesi Hk.|135::Kurs Denetim Raporu|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|225::Disiplin Kurulu Kararı|225.02::Disiplin Kurulu Kararının Tebliği|245.04::Gelir Belgesi Talebi
il_mudurlugu,245,Yatılılık/Bursluluk İşlemleri,245,kuruma_ozel,11,426,2.58,orta,622.02::Suret Onay Ücreti Hk.|752::Bedel Tespit Komisyonu Kararı|755.02::İhale Komisyonu Kararı|805.02::Ayıklama ve İmha Komisyonu Kurulması|841::Bütçe Görüşmeleri Takvimi|135::Kurs Kontenjanları Hk.|135::Kurs Ücreti Hk.|210::Kontenjan Durumu Sorgusu|210::Nakil Takvimi Duyurusu|215::Denklik Komisyonu Kararı|250::Beceri Sınavı Takvimi
il_mudurlugu,160.02,Rehberlik ve Danışma Hizmetleri,160,kuruma_ozel,12,426,2.82,orta,801::Araç Görevlendirmesi|802::Servis Hizmeti Aksaklığı Bildirimi|802::Servis Aracı Görevlendirmesi|135::Kurs Öğretmeni Görevlendirmesi|135.03::Usta Öğretici Görevlendirmesi|140::Yemek Hizmeti Bildirimi|160.01::Destek Eğitim Odası Talebi|160.01.02::Destek Eğitim Odası Görevlendirmesi|355::Akademik Destek Talebi|355.02::Uygulama Öğretmeni Görevlendirmesi|225.02::Soruşturmacı Görevlendirmesi|250::Koordinatör Öğretmen Görevlendirmesi
il_mudurlugu,755.02,İhale,755,ortak,13,426,3.05,dusuk,752::Bedel Tespit Komisyonu Kararı|752.01::Kamulaştırma İşlemine İtiraz|805.02::Ayıklama ve İmha Komisyonu Kurulması|858::İdari Para Cezasına İtiraz|934.01::Mal Alımı İhale Onayı|135.03::Halk Eğitim Kursu Açılması Talebi|160.01::Özel Eğitim Sınıfı Açılması Talebi|215::Denklik Komisyonu Kararı|215.01::Denklik Kararına İtiraz|225.02::Disiplin Cezasına İtiraz|235::Uyum Sınıfı Açılması Talebi|245::Bursluluk Komisyonu Kararı|245.04::Bursluluk Sonucuna İtiraz
il_mudurlugu,805.02,Arşiv Yönetimi,805,ortak,13,426,3.05,dusuk,602::Yıllık Çalışma Programı|752::Bedel Tespit Komisyonu Kararı|755::Yapım İşi Devir Talebi|755.02::İhale Komisyonu Kararı|756.01::Taşınmaz Devir İşlemi Hk.|756.01::Bedelsiz Devir Talebi|807::Yıllık Bakım Onarım Programı|934.01::Kırtasiye Malzemesi Alımı|160::Yıllık Rehberlik Raporu|198::Devir Teslim Listesi|355::Ortak Çalışma Grubu Kurulması|215::Denklik Komisyonu Kararı|245::Bursluluk Komisyonu Kararı
il_mudurlugu,858,İdari Yaptırım/Para Cezası İşleri,858,ortak,13,426,3.05,dusuk,010.06::Genelgenin Yürürlükten Kaldırılması|050.04::Kararın İlgililere Tebliği|752.01::Kamulaştırma İşlemine İtiraz|755.02::İhaleye İtiraz Başvurusu|805::Devir Teslim Tutanağı|756.01::Tahsisin Kaldırılması Talebi|807.01::Boya Badana İşleri Hk.|855::Ödeme Emri Tebliği|215.01::Denklik Kararına İtiraz|225.02::Disiplin Cezasına İtiraz|225.02::Disiplin Kurulu Kararının Tebliği|225.02::Cezanın Sicilden Silinmesi Talebi|245.04::Bursluluk Sonucuna İtiraz
il_mudurlugu,045,Görüşler,045,ortak,14,426,3.29,dusuk,010::Uygulama Birliğinin Sağlanması|602.04::Altı Aylık Değerlendirme Raporu|773::Staj Değerlendirme Formunun Gönderilmesi|755.01::Uygulama Projesi Revizyonu|841::Bütçe Uygulama Talimatı|160::Değerlendirme Kurulu Toplantısı|160.01::Özel Eğitim Değerlendirme Kurulu Raporu Talebi|355.02::Uygulama Öğrencisi Yerleştirme Talebi|355.02::Uygulama Okulunun Belirlenmesi|355.02::Uygulama Öğretmeni Görevlendirmesi|355.02::Uygulama Takviminin Bildirilmesi|355.02::Öğretmenlik Uygulaması Değerlendirme Raporu|355.02::Uygulama Kontenjanı Bildirimi|250::İşletme Değerlendirme Formu
il_mudurlugu,752.01,Kamulaştırma,752,ortak,14,426,3.29,dusuk,050::Kurul Toplantı Daveti|051::Panel Konuşmacı Daveti|051::Koordinasyon Toplantısı Daveti|602.04::Stratejik Plan Çalıştayı Daveti|755.02::İhaleye İtiraz Başvurusu|756.02::Kira Bedeli Artışı Hk.|756.02::İşgal Bedeli Tahakkuku|855::Ödeme Emri Tebliği|858::İdari Para Cezasına İtiraz|140::Taşımalı Eğitim Kapsamına Alınma Talebi|160.01.02::BEP Toplantısı Daveti|215.01::Denklik Kararına İtiraz|225.02::Disiplin Cezasına İtiraz|245.04::Bursluluk Sonucuna İtiraz
il_mudurlugu,755,Yapım İşleri,755,ortak,14,426,3.29,dusuk,045.02::Sözleşme Metni Hakkında Görüş|051::Etkinlik Programının Gönderilmesi|756.02::Kira Bedeli Artışı Hk.|773::Staj Kabul Yazısı Talebi|805::Devir Teslim Tutanağı|805.02::Arşiv Devir Teslim İşlemleri|756.01::Taşınmaz Devir İşlemi Hk.|756.01::Bedelsiz Devir Talebi|807::Onarım Keşif Özeti|807.01::Boya Badana İşleri Hk.|934.01::Muayene ve Kabul İşlemleri|198::Devir Teslim Listesi|215.01::Geçici Kayıt Talebi|250::Sözleşme Feshi Bildirimi
